GeneMasterName,GeneFullName,ClinVarGene ID,Location,Chromosome,ChromosomeArm,NumExons,NumBases,NumAminoAcids,GeneType,Mechanism,Pathway,PathwayGraphic,VariantLevelRisk,GraphicGene,GraphicProtein,GeneInteraction,urlGenecards,urlGenereviews,urlOMIM,RefSeqID1,RefSeqID2,Childhood,RecessiveConditionAlso,Preimplant_PrenatalDx,In_Ask2meWebsite,MedNeon,In_Invitae84,Ambry,Myriad_MyRisk,Geisinger,ACMG,ACMG_3_Dec2021,Helix,Completed,Inheritance,Check,DiseaseTypeMaster,SPANISH_GeneType,CHINESE_GeneType,SPANISH_Mechanism,CHINESE_Mechanism,PreImplantationTesting,NCCN_GuidelinesDec2021,Notes
KIT,"KIT Proto-Oncogene, Receptor Tyrosine Kinase",3815,4q12,4,Q,21,82798,976,protein coding,"This gene encodes a receptor tyrosine kinase. This gene was initially identified as a homolog of the feline sarcoma viral oncogene v-kit and is often referred to as proto-oncogene c-Kit. The canonical form of this glycosylated transmembrane protein has an N-terminal extracellular region with five immunoglobulin-like domains, a transmembrane region, and an intracellular tyrosine kinase domain at the C-terminus. Upon activation by its cytokine ligand, stem cell factor (SCF), this protein phosphorylates multiple intracellular proteins that play a role in in the proliferation, differentiation, migration and apoptosis of many cell types and thereby plays an important role in hematopoiesis, stem cell maintenance, gametogenesis, melanogenesis, and in mast cell development, migration and function. This protein can be a membrane-bound or soluble protein. Mutations in this gene are associated with gastrointestinal stromal tumors, mast cell disease, acute myelogenous leukemia, and piebaldism. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2020]",,,,,,"PTPN11, HRAS, KITLG, DOK1, PIK3R1, NRAS, STAT5A, STAT1, SOCS6",https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIT&keywords=kit#summaries,,https://omim.org/entry/164920?search=kit&highlight=kit#geneStructure,,,,,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,,
BRCA2,Breast Cancer 2 Early Onset Protein,675,13q13.1,13,Q,27,85405,3418,tumor suppressor,The protein product of BRCA2 is a nuclear phosphoprotein which forms part of the homologous recombination pathway for double-stranded DNA repair via binding with RAD51.,,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA2#,#https://www.ncbi.nlm.nih.gov/gene/675#,#http://www.omim.org/entry/600185#,NM_000059,,,1,,1,,1,1,1,1,1,1,1,1,Mono,UpdateWebsite,Cancer,supresor tumoral,肿瘤抑制,El producto proteico de BRCA2 es una fosfoproteína nuclear que forma parte del proceso de recombinación homóloga para la reparación bicatenaria del ADN a través de la unión con RAD51.,BRCA2的蛋白质产物核磷酸蛋白通过与RAD51结合而形成用于双链DNA修复的同源重组途径的一部分。,1,1,
MSH2,MutS Homolog 2,4436,2p21-p16.3,2,P,22,"260,080",934,protein coding,"Component of the post-replicative DNA mismatch repair system (MMR). Forms two different heterodimers: MutS alpha (MSH2-MSH6 heterodimer) and MutS beta (MSH2-MSH3 heterodimer) which binds to DNA mismatches thereby initiating DNA repair. When bound, heterodimers bend the DNA helix and shields approximately 20 base pairs. MutS alpha recognizes single base mismatches and dinucleotide insertion-deletion loops (IDL) in the DNA. MutS beta recognizes larger insertion-deletion loops up to 13 nucleotides long. After mismatch binding, MutS alpha or beta forms a ternary complex with the MutL alpha heterodimer, which is thought to be responsible for directing the downstream MMR events, including strand discrimination, excision, and resynthesis. Recruits DNA helicase MCM9 to chromatin which unwinds the mismatch containing DNA strand (PubMed:26300262). ATP binding and hydrolysis play a pivotal role in mismatch repair functions. The ATPase activity associated with MutS alpha regulates binding similar to a molecular switch: mismatched DNA provokes ADP-->ATP exchange, resulting in a discernible conformational transition that converts MutS alpha into a sliding clamp capable of hydrolysis-independent diffusion along the DNA backbone. This transition is crucial for mismatch repair. MutS alpha may also play a role in DNA homologous recombination repair. In melanocytes may modulate both UV-B-induced cell cycle regulation and apoptosis",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11&keywords=MRE11A,https://www.ncbi.nlm.nih.gov/gene/4361,https://omim.org/entry/600814?search=mre11a&highlight=mre11a,,,,1,,1,,1,1,1,1,1,1,1,1,Mono,UpdateWebsite,Cancer,,,,,1,1,
MSH6,MutS Homolog 6,2956,2p16.3,2,P,11,114534,1360,protein coding,"This gene encodes a member of the DNA mismatch repair MutS family. In E. coli, the MutS protein helps in the recognition of mismatched nucleotides prior to their repair. A highly conserved region of approximately 150 aa, called the Walker-A adenine nucleotide binding motif, exists in MutS homologs. The encoded protein heterodimerizes with MSH2 to form a mismatch recognition complex that functions as a bidirectional molecular switch that exchanges ADP and ATP as DNA mismatches are bound and dissociated. Mutations in this gene may be associated with hereditary nonpolyposis colon cancer, colorectal cancer, and endometrial cancer. Transcripts variants encoding different isoforms have been described. [provided by RefSeq, Jul 2013]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6&keywords=msh6#summaries,,https://omim.org/entry/600678?search=msh6&highlight=msh6,,,,1,,1,,1,1,1,1,1,1,1,1,Mono,UpdateWebsite,Cancer,,,,,1,1,
MUTYH,MutY DNA Glycosylase,4595,1p34.1,1,P,22,"11,731",546,Protein Coding,"This gene encodes a DNA glycosylase involved in oxidative DNA damage repair. The enzyme excises adenine bases from the DNA backbone at sites where adenine is inappropriately paired with guanine, cytosine, or 8-oxo-7,8-dihydroguanine, a major oxidatively damaged DNA lesion. The protein is localized to the nucleus and mitochondria. This gene product is thought to play a role in signaling apoptosis by the introduction of single-strand breaks following oxidative damage. Mutations in this gene result in heritable predisposition to colorectal cancer, termed MUTYH-associated polyposis (MAP). Multiple transcript variants encoding different isoforms have been found for this gene.",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSR1&keywords=MSR1,https://www.ncbi.nlm.nih.gov/gene/4481,https://omim.org/entry/153622?search=MSR1&highlight=msr1,,,,1,,1,,1,1,1,1,1,1,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
NBN,Nibrin,4683,8q21.3,8,Q,16,69898,754,Protein Coding,"Nibrin, the protein product of NBN, plays a role in the cellular response to DNA double-strand damage, in addition to regulating cell division and cell proliferation.",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBN&keywords=nbn#summaries,#https://www.ncbi.nlm.nih.gov/gene/4683#,https://omim.org/entry/602667?search=nbn&highlight=nbn#geneStructure,NM_002485,,,1,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,,,"La nibrina, el producto proteico de la NBN, desempeña un papel en la respuesta celular al daño de doble cadena del ADN, además de regular la división celular y la proliferación celular.",NBN的蛋白质产物Nibrin，除了调节细胞分裂和细胞增殖外，在DNA双链损伤的细胞应答中发挥作用。,,1,
PALB2,Partner And Localizer Of BRCA2,79728,16p12.2,16,P,13,38178,1186,,"This gene encodes a protein that may function in tumor suppression. This protein binds to and colocalizes with the breast cancer 2 early onset protein (BRCA2) in nuclear foci and likely permits the stable intranuclear localization and accumulation of BRCA2. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALB2&keywords=palb2#genomic_location,,https://omim.org/entry/610355?search=palb2&highlight=palb2#geneStructure,,,,1,,1,,1,1,1,,,1,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
PMS1,"PMS1 Homolog 1, Mismatch Repair System Component",5378,2q32.2,2,Q,17,93545,932,,"This gene encodes a protein belonging to the DNA mismatch repair mutL/hexB family. This protein is thought to be involved in the repair of DNA mismatches, and it can form heterodimers with MLH1, a known DNA mismatch repair protein. Mutations in this gene cause hereditary nonpolyposis colorectal cancer type 3 (HNPCC3) either alone or in combination with mutations in other genes involved in the HNPCC phenotype, which is also known as Lynch syndrome. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1&keywords=pms1#aliases_descriptions,#https://www.ncbi.nlm.nih.gov/gene/5378#,https://omim.org/entry/600258?search=pms1&highlight=pms1,NM_000534,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
PMS2,"PMS1 Homolog 2, Mismatch Repair System Component",5395,7p22.1,7,P,15,38182,862,,"The protein encoded by this gene is a key component of the mismatch repair system that functions to correct DNA mismatches and small insertions and deletions that can occur during DNA replication and homologous recombination. This protein forms heterodimers with the gene product of the mutL homolog 1 (MLH1) gene to form the MutL-alpha heterodimer. The MutL-alpha heterodimer possesses an endonucleolytic activity that is activated following recognition of mismatches and insertion/deletion loops by the MutS-alpha and MutS-beta heterodimers, and is necessary for removal of the mismatched DNA. There is a DQHA(X)2E(X)4E motif found at the C-terminus of the protein encoded by this gene that forms part of the active site of the nuclease. Mutations in this gene have been associated with hereditary nonpolyposis colorectal cancer (HNPCC; also known as Lynch syndrome) and Turcot syndrome. [provided by RefSeq, Apr 2016]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS2&keywords=pms2#summaries,,https://omim.org/entry/600259?search=pms2&highlight=pms2,,,,1,,1,,1,1,1,1,1,1,1,1,Mono,UpdateWebsite,Cancer,,,,,1,1,
POLD1,"Polymerase (DNA-Directed), Delta 1, Catalytic Subunit; POLD1",5424,19q13.33,19,Q,27,33815,1107,,"POLD1 codes for the catalytic subunit of DNA polymerase delta, which is essential for DNA replication.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD#,#https://www.ncbi.nlm.nih.gov/gene/5424#,https://omim.org/entry/174761?search=pold&highlight=pold#geneStructure,NM_002691,,,,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,,,"POLD1 codifica la subunidad catalítica del ADN polimerasa delta, que es esencial para la replicación del ADN.",POLD1编码DNA聚合酶δ的催化亚基，其在DNA复制过程中是十分重要的。,,1,
BRIP1,BRCA1 Interacting Protein C-Terminal Helicase 1,83990,17q23.2,17,Q,25,184752,1249,Protein Coding,The protein product of BRIP1 is a helicase which interacts with BRCA1 via BRCT repeats. It is essential to the role of BRCA1 in double-stranded DNA repair.,,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIP1#,#https://www.ncbi.nlm.nih.gov/gene/83990#,#http://www.omim.org/entry/605882#,NM_032043,,,1,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,,,El producto de proteína de BRIP1 es una helicasa que interactúa con BRCA1 a través de repeticiones BRCT. Es esencial para el papel de BRCA1 en la reparación bicatenaria del ADN.,BRIP1的蛋白质产物是一种解旋酶，它通过BRCT重复序列与BRCA1相互作用。BRCA1在双链DNA修复中起到至关重要的作。,,1,
CDH1,Cadherin 1,999,16q22.1,16,Q,18,98324,882,Protein Coding,CDH1 codes for a transmembrane epithelial cadherin protein which plays a role in cell adhesion. Loss of function can lead to cancer through heightened cell proliferation and mobility.,,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH1#,#https://www.ncbi.nlm.nih.gov/gene/999#,#http://www.omim.org/entry/192090#,NM_004360,,,,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,,,CDH1 codifica una proteína de cadherina epitelial transmembrana que desempeña un papel en la adhesión celular. La pérdida de función puede provocar cáncer a través de una mayor proliferación y movilidad celular.,CDH1编码在细胞粘附中起作用的跨膜上皮钙粘蛋白。其功能丧失可以通过增加细胞增殖和移动从而引发癌症。,,1,
CDK4,Cyclin Dependent Kinase 4,1019,12q14.1,12,Q,8,8287,303,Protein Coding,"CDK4 encodes cyclin-dependent kinase 4, a serine/threonine kinase which helps regulate the cell cycle at the G1 phase.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4#,#https://www.ncbi.nlm.nih.gov/gene/1019#,#http://www.omim.org/entry/123829#,NM_000075,,1,,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,,,"CDK4 codifica la quinasa 4 dependiente de ciclina, una quinasa de serina/treonina quinasa que ayuda a regular el ciclo celular en la fase G1.",CDK4编码细胞周期蛋白依赖性激酶4，一种能够帮助调节细胞周期G1期的丝氨酸/苏氨酸激酶。,,,
CDKN2A,Cyclin Dependent Kinase Inhibitor 2A,1029,9p21.3,9,P,8,27550,156,tumor suppressor,"Via alternative splicing, CDKN2A can produce two major proteins, p14 and p16. Both act as tumor suppressors: p14 activates the p53 tumor suppressor protein, while p16 helps regulate the cell cycle by activating the RB1 protein via inhibition of CDK4 and CDK6. Thus, p16 helps keep the cell in the G1 phase of the cell cycle.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A#,#https://www.ncbi.nlm.nih.gov/gene/1029#,#http://www.omim.org/entry/600160#,NM_000077,NM_058195,1,,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,supresor tumoral,肿瘤抑制,"Mediante el empalme alternativo, CDKN2A puede producir dos proteínas principales, p14 y p16. Ambos actúan como supresores tumorales: p14 activa la proteína supresora de tumores p53, mientras que p16 ayuda a regular el ciclo celular mediante la activación",CDKN2A可以通过选择性剪接产生两种主要的蛋白质，p14和p16。两者都起到肿瘤抑制剂的作用：p14激活肿瘤抑制蛋白p53。p16通过抑制CDK4和CDK6来激活RB1蛋白，从而帮助调节细胞周期。因此，p16可以维持细胞处于细胞周期的G1期。,,1,
CHEK1,Checkpoint Kinase 1,1111,11q24.2,11,Q,,51347,476,,"The protein encoded by this gene belongs to the Ser/Thr protein kinase family. It is required for checkpoint mediated cell cycle arrest in response to DNA damage or the presence of unreplicated DNA. This protein acts to integrate signals from ATM and ATR, two cell cycle proteins involved in DNA damage responses, that also associate with chromatin in meiotic prophase I. Phosphorylation of CDC25A protein phosphatase by this protein is required for cells to delay cell cycle progression in response to double-strand DNA breaks. Several alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Oct 2011]",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1#,#https://www.ncbi.nlm.nih.gov/gene/1111#,#http://www.omim.org/entry/603078#,NM_001114122,NM_001114121,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
CHEK2,Checkpoint Kinase 2,11200,22q12.1,22,Q,22,54680,543,tumor suppressor,"When DNA double-stranded breaks occur, the protein product of CHEK2 inhibits CDC25C phosphatase and stabilizes the p53 tumor suppressor protein, thus keeping the cell in the G1 phase of the cell cycle. CHEK2 also phosphorylates BRCA1, which allows BRCA1 to ensure survival after DNA damage.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2#,#https://www.ncbi.nlm.nih.gov/gene/11200#,#http://www.omim.org/entry/604373#,NM_007194,,,,,1,,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,supresor tumoral,肿瘤抑制,"Cuando se producen roturas bicatenarias de ADN, el producto proteico de CHEK2 inhibe la fosfatasa CDC25C y estabiliza la proteína supresora tumoral p53, manteniendo así a la célula en la fase G1 del ciclo celular. CHEK2 también fosforila BRCA1, lo cual pe",当发生DNA双链断裂时，CHEK2的蛋白质产物通过抑制CDC25C磷酸酶并稳定肿瘤抑制蛋白p53使细胞保持在细胞周期的G1期。CHEK2还可以磷酸化BRCA1，从而确保BRCA1可以在DNA损伤后存活。,,1,
EPCAM,Epithelial Cell Adhesion Molecule,4072,2p21,2,p,9,42444,314,protein coding,"EPCAM codes for a cellular adhesion antigen molecule which is involved in embryonic stem cell proliferation and differentiation. 3' deletions cause EPCAM mRNA to be combined with mRNA of the downstream MSH2 gene, causing loss of function of MSH2.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPCAM#,#https://www.ncbi.nlm.nih.gov/gene/4072#,#http://www.omim.org/entry/185535#,NM_002354,,,1,,1,,1,1,1,1,,no but in Helix,,1,Mono,UpdateWebsite,Cancer,,,"EPCAM codifica una molécula de antígeno de adhesión celular que participa en la proliferación y diferenciación de células madre embrionarias. Las deleciones 3' hacen que el ARNm de EPCAM se combine con el ARNm del gen MSH2 aguas abajo, causando la pérdida",EPCAM编码参与胚胎干细胞增殖和分化的细胞粘附抗原分子。 EPCAM3'端缺失导可以致EPCAM mRNA与下游MSH2基因的mRNA结合，进而导致MSH2功能丧失。,1,1,
MAP3K6,Mitogen-Activated Protein Kinase Kinase Kinase 6,9064,1p36.11,1,,,13971,1388,,"This gene encodes a serine/threonine protein kinase that forms a component of protein kinase-mediated signal transduction cascades. The encoded kinase participates in the regulation of vascular endothelial growth factor (VEGF) expression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K6&keywords=map3k6#summaries,,https://omim.org/entry/604468?search=map3k6&highlight=map3k6,,,,,,,,,,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
FOXE1,forkhead box E1,2304,9q22.33,9,Q,1,"3,462 ",373,protein coding,This intronless gene encodes a protein that belongs to the forkhead family of transcription factors. Members of this family contain a conserved 100-amino acid DNA-binding 'forkhead' domain. The encoded protein functions as a thyroid transcription factor that plays a role in thyroid morphogenesis. ,,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXE1&keywords=FOXE1,https://www.ncbi.nlm.nih.gov/gene/2304,https://omim.org/entry/602617?search=FOXE1&highlight=foxe1,,,,,,,,,,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
MRE11,MRE11 Homolog,,11q21,11,Q,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
MSR1,Macrophage Scavenger Receptor 1,4481,8p.22,16,P,11,459613,451,,"This gene encodes the class A macrophage scavenger receptors, which include three different types (1, 2, 3) generated by alternative splicing of this gene. These receptors or isoforms are macrophage-specific trimeric integral membrane glycoproteins and have been implicated in many macrophage-associated physiological and pathological processes including atherosclerosis, Alzheimer's disease, and host defense. The isoforms type 1 and type 2 are functional receptors and are able to mediate the endocytosis of modified low density lipoproteins (LDLs). The isoform type 3 does not internalize modified LDL (acetyl-LDL) despite having the domain shown to mediate this function in the types 1 and 2 isoforms. It has an altered intracellular processing and is trapped within the endoplasmic reticulum, making it unable to perform endocytosis. The isoform type 3 can inhibit the function of isoforms type 1 and type 2 when co-expressed, indicating a dominant negative effect and suggesting a mechanism for regulation of scavenger receptor activity in macrophages. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSR1&keywords=msr1#genomic_location,,https://omim.org/entry/153622?search=msr1&highlight=msr1#geneStructure,,,,,,,,,,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
